CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,LAT,LON
50045207,@ THE SPOT,MANHATTAN,719,2ND AVE,10016,2128181188,Asian,08/03/2016,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,10,A,08/03/2016,04/09/2018,Cycle Inspection / Re-inspection,40.7477812,-73.9740158
40535336,DYKER PARK BAGELS,BROOKLYN,713,86 STREET,11228,7188366336,Delicatessen,04/11/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,12,A,04/11/2016,04/09/2018,Cycle Inspection / Initial Inspection,40.6188842,-74.0214858
50004322,RICO POLLO II RESTAURANT,BROOKLYN,3352,FULTON ST,11208,7182351666,Spanish,07/12/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,28,,,04/09/2018,Cycle Inspection / Initial Inspection,40.6835664,-73.8718382
50010805,CAFE AU LEE,BROOKLYN,193,LEE AVE,11211,7183842379,Jewish/Kosher,01/18/2017,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,44,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7022631,-73.95584339999999
40824644,MERCURY BAR,MANHATTAN,493,3 AVENUE,10016,2126832645,American,01/24/2018,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,7,A,01/24/2018,04/09/2018,Cycle Inspection / Re-inspection,40.745166,-73.97815899999999
50010946,FOREST BAGELS,STATEN ISLAND,1180,FOREST AVE,10310,7187205827,American,05/25/2016,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,,,04/09/2018,Administrative Miscellaneous / Initial Inspection,40.6263757,-74.12929489999999
50014314,EMPANADAS EL GUSTAZO RESTAURANTE,QUEENS,4219,COLLEGE POINT BLVD,11355,7186611080,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",05/20/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,15,B,05/20/2015,04/09/2018,Cycle Inspection / Re-inspection,40.7545081,-73.83299079999999
50072115,SIRI THAI,MANHATTAN,641,10TH AVE,10036,2122454601,Thai,01/23/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7,A,01/23/2018,04/09/2018,Pre-permit (Operational) / Initial Inspection,40.7619518,-73.9941825
50050296,SWEET BROOKLYN BAR & GRILL,BROOKLYN,608,NOSTRAND AVE,11216,3474250111,American,02/08/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,25,,,04/09/2018,Cycle Inspection / Initial Inspection,40.6779011,-73.9499469
50000223,EL MANABA RESTAURANT,QUEENS,341,SAINT NICHOLAS AVE,11385,3472277506,Spanish,07/15/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,25,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7006561,-73.9096659
41008641,PER SE,MANHATTAN,10,COLUMBUS CIRCLE,10019,2128239335,American,09/10/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,29,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7684141,-73.9827037
50002487,FLAVA II,BROOKLYN,1914,NOSTRAND AVENUE,11226,7188562965,Caribbean,01/27/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,38,,,04/09/2018,Cycle Inspection / Initial Inspection,40.6389481,-73.9484688
41352974,SAKURA 6 JAPANESE CUISINE,BROOKLYN,837,MANHATTAN AVENUE,11222,7183497888,Japanese,11/04/2015,Violations were cited in the following area(s).,04M,"Live roaches present in facility's food and/or non-food areas.",Critical,22,,,04/09/2018,Cycle Inspection / Compliance Inspection,40.7286892,-73.9537445
41100858,FLO,QUEENS,3720,30 AVENUE,11103,7182046096,Mediterranean,06/08/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,24,,,04/09/2018,Cycle Inspection / Initial Inspection,40.76418630000001,-73.916027
50001256,HAN DYNASTY,MANHATTAN,90,3RD AVE,10003,2123908685,Chinese,09/11/2017,Violations were cited in the following area(s).,04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,27,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7322454,-73.98830579999999
50002295,SUBWAY,BROOKLYN,1501,PITKIN AVE,11212,7183450381,Sandwiches,10/29/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,10/29/2015,04/09/2018,Cycle Inspection / Initial Inspection,40.6689861,-73.91788710000002
41104041,THE SPARROW TAVERN,QUEENS,2401,29 STREET,11102,7186062260,American,03/23/2016,Violations were cited in the following area(s).,15I,"''''No Smoking and/or 'Smoking Permitted sign not conspicuously posted. Health warning not present on 'Smoking Permitted",Not Critical,,,,04/09/2018,Smoke-Free Air Act / Initial Inspection,40.7727726,-73.9164116
50015790,SUBWAY,QUEENS,15301,10TH AVE,11357,7183574250,Sandwiches,03/20/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,2,A,03/20/2017,04/09/2018,Cycle Inspection / Initial Inspection,36.3585609,-119.6369356
50016317,PIZZERIA RESTAURANT,BRONX,361,E 138TH ST,10454,7185857377,Pizza/Italian,12/08/2016,Violations were cited in the following area(s).,04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,23,,,04/09/2018,Cycle Inspection / Initial Inspection,40.8097258,-73.9238347
41431222,"ANGELINA'S RISTORANTE",STATEN ISLAND,4446,MAIN STREET,10307,7182272900,Italian,03/22/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,03/22/2018,04/09/2018,Cycle Inspection / Initial Inspection,40.50667139999999,-74.24608549999999
50035774,SZECHUAN HOUSE,QUEENS,13347,ROOSEVELT AVE,11354,7187622664,Chinese,12/14/2017,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,10,A,12/14/2017,04/09/2018,Cycle Inspection / Re-inspection,40.7588856,-73.8327513
50006420,TACOS TIJUANA,BROOKLYN,5807,5TH AVE,11220,7184924369,Mexican,10/18/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,23,B,10/18/2016,04/09/2018,Cycle Inspection / Re-inspection,40.6404058,-74.0150577
41376798,LA ESPERANZA MEXICAN DELI GROCERY & VEGETABLES,BRONX,2029,GRAND CONCOURSE,10453,7187312608,Mexican,09/11/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,28,,,04/09/2018,Cycle Inspection / Initial Inspection,40.8520697,-73.9044081
50007098,MANAA SOULFOOD RESTAURANT,BROOKLYN,478,ROCKAWAY AVE,11212,7189222744,Soul Food,11/23/2016,Violations were cited in the following area(s).,04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,24,,,04/09/2018,Cycle Inspection / Initial Inspection,40.6682288,-73.9106761
50015009,GREEN JUICE CAFE,MANHATTAN,4316,BROADWAY,10033,6469187730,"Juice, Smoothies, Fruit Salads",05/17/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,05/17/2017,04/09/2018,Cycle Inspection / Initial Inspection,40.85190009999999,-73.9346102
41117739,COSMIC DINER,MANHATTAN,888,8 AVENUE,10019,2123335888,American,10/13/2017,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,12,A,10/13/2017,04/09/2018,Cycle Inspection / Re-inspection,40.7637495,-73.9846917
50005224,BOULEY BOTANICAL,MANHATTAN,35,WHITE ST,10013,6463060415,French,06/12/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,38,C,06/12/2015,04/09/2018,Cycle Inspection / Re-inspection,40.7186497,-74.00457109999999
50005131,"ANDREA'S CHICKEN",QUEENS,5627,61ST ST,11378,7183260103,Peruvian,01/20/2015,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,7,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7240714,-73.9042425
50048097,"MEE'S NOODLE",MANHATTAN,930,2ND AVE,10022,2128880027,Chinese,03/06/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,60,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7544316,-73.9685183
50002531,KENNEDY FRIED CHICKEN,BRONX,4718,WHITE PLAINS ROAD,10470,7183246776,American,12/20/2017,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,57,,,04/09/2018,Cycle Inspection / Initial Inspection,40.9039816,-73.8496036
41250025,YUNG SUN SEAFOOD RESTAURANT,MANHATTAN,47,EAST BROADWAY,10002,2123469888,Chinese,12/02/2016,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,52,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7133811,-73.9957893
50048616,THE TRADE UNION CAFE,BROOKLYN,346,MALCOLM X BLVD,11233,3477153936,CafÃ©/Coffee/Tea,04/12/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,5,,,04/09/2018,Pre-permit (Non-operational) / Initial Inspection,40.6809194,-73.9288991
41493832,BONCHON,MANHATTAN,207,WEST   38 STREET,10018,2122213339,Chicken,07/28/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,32,,,04/09/2018,Cycle Inspection / Initial Inspection,40.753859,-73.9890635
41211538,STK,MANHATTAN,28,LITTLE WEST   12 STREET,10014,6466242444,American,06/03/2015,Violations were cited in the following area(s).,20D,"Choking first aid poster not posted. Alcohol and pregnancy warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.",Not Critical,,,,04/09/2018,Administrative Miscellaneous / Re-inspection,40.7397702,-74.0074731
50015469,SAIGON BAR AND GRILL,BROOKLYN,4521,AVENUE N,11234,7183388886,Vietnamese/Cambodian/Malaysia,10/23/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,11,,,04/09/2018,Pre-permit (Non-operational) / Initial Inspection,40.618925,-73.931028
41648318,KAFFE 1668,MANHATTAN,401,GREENWICH STREET,10013,6465592587,CafÃ©/Coffee/Tea,05/10/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,05/10/2016,04/09/2018,Cycle Inspection / Re-inspection,40.7209191,-74.0096652
41426318,NEW FOO SHUN RESTAURANT,BROOKLYN,2538,PITKIN AVENUE,11208,7188277996,Chinese,04/03/2018,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,17,Z,04/03/2018,04/09/2018,Cycle Inspection / Re-inspection,40.6742637,-73.8785797
50069698,BAR BASIC,BROOKLYN,71,7TH AVE,11217,7187303199,Hamburgers,10/16/2017,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,9,A,10/16/2017,04/09/2018,Cycle Inspection / Initial Inspection,40.6751435,-73.9746236
50006002,LUCKY CAT,MANHATTAN,232,E 53RD ST,10022,2128385333,Japanese,08/04/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7568925,-73.9683331
