CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,LAT,LON
40553443,DISTILLED,MANHATTAN,211,WEST BROADWAY,10013,2124310700,American,06/03/2015,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,18,40.72592,-73.9846452
40591202,WESTEND LOUNGE,MANHATTAN,955,WEST END AVENUE,10025,2125314759,American,06/03/2015,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,40.7264841,-73.8946954
40591202,WESTEND LOUNGE,MANHATTAN,955,WEST END AVENUE,10025,2125314759,American,06/03/2015,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,40.7264841,-73.8946954
40547272,DEATH & CO,MANHATTAN,433,EAST    6 STREET,10009,2123880882,American,06/03/2015,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,40.7363143,-73.9971207
40373113,ASTRO RESTAURANT,MANHATTAN,101,WEST   55 STREET,10019,2124896284,American,06/03/2015,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,40.7632983,-73.9784934
40596246,GYRO KING,BRONX,2450,WALTON AVENUE,10468,7189336664,Greek,06/03/2015,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,40.8022977,-73.9683426
40391259,SYBIL'S BAKERY,QUEENS,13217,LIBERTY AVENUE,11419,7188359235,Caribbean,06/04/2015,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,40.6097734,-74.0631985
40620427,APPLEBEE'S,STATEN ISLAND,1451,RICHMOND AVENUE,10314,7184771300,American,06/04/2015,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,15,40.7174883,-73.9562452
40395055,BECCO,MANHATTAN,355,WEST   46 STREET,10036,2123977597,Italian,06/04/2015,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,40.7495887,-73.7075077
40368374,JIMMY'S CORNER,MANHATTAN,140,WEST   44 STREET,10036,2122219510,American,06/04/2015,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,16,40.756594,-73.984838
40386429,Q.B.COMM.COLLEGE-MAIN KITCHEN/TIGER BITES SECTION,QUEENS,22205,56 AVENUE,11364,7182815207,American,06/04/2015,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,18,40.7639021,-73.9619474
40574150,WHITESTONE BAGEL FACTORY,QUEENS,2417,149 STREET,11357,7187627700,Delicatessen,06/04/2015,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,19,40.8179175,-73.9057967
40366396,DESMOND'S TAVERN,MANHATTAN,433,PARK AVENUE SOUTH,10016,2126849472,American,06/05/2015,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,40.5841691,-73.9396094
40573412,THE TRIAD,MANHATTAN,158,WEST   72 STREET,10023,2123622590,American,06/05/2015,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,40.7259438,-73.9950548
40662495,JOE'S PUB,MANHATTAN,425,LAFAYETTE STREET,10003,2125398778,American,06/05/2015,Proper sanitization not provided for utensil ware washing operation.,Not Critical,23,40.7295486,-73.999508
40697315,STARBUCKS,MANHATTAN,205,WEST   34 STREET,10001,2122791122,CafÃ©/Coffee/Tea,06/05/2015,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,40.7495847,-73.8831312
40402899,GLEN TERRACE,BROOKLYN,5313,AVENUE N,11234,7182524614,American,06/05/2015,Thawing procedures improper.,Not Critical,9,40.7768732,-73.9122415
40576213,EGYPTIAN COFFEE SHOP,QUEENS,2509,STEINWAY STREET,11103,9178378726,CafÃ©/Coffee/Tea,06/05/2015,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,14,40.8460718,-73.831935
40398389,BURGER KING,QUEENS,24202,61 AVENUE,11362,7182295701,Hamburgers,06/05/2015,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,35,40.8543274,-73.8889105
40530791,TAP-A-KEG,MANHATTAN,2731,BROADWAY,10025,2127491734,American,06/07/2015,Operator failed to make good faith effort to inform smokers of the Smoke-free Act prohibition of smoking.,Not Critical,,40.775615,-73.9539492
40570775,STARBUCKS,MANHATTAN,48,WEST   73 STREET,10023,2125797834,CafÃ©/Coffee/Tea,06/07/2015,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,40.779726,-73.9593889
40530791,TAP-A-KEG,MANHATTAN,2731,BROADWAY,10025,2127491734,American,06/07/2015,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,23,40.7836064,-73.9777007
40395310,SUNRISE COFFEE SHOP,QUEENS,4504,PARSONS BOULEVARD,11355,7188864855,American,06/08/2015,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,19,40.7158,-73.9969141
40401583,EL REY DE LA CARIDAD,MANHATTAN,973,AMSTERDAM AVENUE,10025,2122227383,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",06/08/2015,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,48,40.7254414,-73.987158
40398045,MIKES PIZZA,MANHATTAN,415,SECOND AVENUE,10010,2125325196,Pizza/Italian,06/08/2015,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,19,40.7602824,-73.8281679
40388901,EL CASTILLO DE JAGUA REST,MANHATTAN,113,RIVINGTON STREET,10002,2129826412,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",06/08/2015,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,34,40.804876,-73.966647
40512129,MILL KOREAN RESTAURANT,MANHATTAN,2895,BROADWAY,10025,2126667653,Korean,06/08/2015,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,26,40.8638319,-73.8891115
40611399,RAO'S BAR & GRILL,MANHATTAN,455,EAST  114 STREET,10029,2127226709,Italian,06/10/2015,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,8,40.6941843,-73.9928051
40387237,LIVE BAIT BAR & RESTAURANT,MANHATTAN,14,EAST   23 STREET,10010,2123532400,Seafood,06/10/2015,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,64,40.7458604,-73.9135648
40387237,LIVE BAIT BAR & RESTAURANT,MANHATTAN,14,EAST   23 STREET,10010,2123532400,Seafood,06/10/2015,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,64,40.7458604,-73.9135648
40578058,PHO BAC VIETNAMESE SEAFOOD CUISINE,QUEENS,8278,BROADWAY,11373,7186390000,Vietnamese/Cambodian/Malaysia,06/10/2015,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,8,40.7642225,-73.8842556
40734541,J & C SEAFOOD,QUEENS,11210,FARMERS BOULEVARD,11412,7184546247,Seafood,06/11/2015,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,40.585096,-73.951581
40617736,BOTTINO,MANHATTAN,248,10 AVENUE,10001,2122066766,Italian,06/11/2015,Live roaches present in facility's food and/or non-food areas.,Critical,6,40.6040929,-74.0069911
40366938,LULU'S COFFEE SHOP,BRONX,1191,CASTLE HILL AVENUE,10462,7188223568,CafÃ©/Coffee/Tea,06/11/2015,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,40.678731,-73.968132
40588166,B & Co.,MANHATTAN,22,PARK PLACE,10007,2123741111,Sandwiches/Salads/Mixed Buffet,06/11/2015,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,7,40.7438287,-73.9847132
40396532,METRO DINER,MANHATTAN,2641,BROADWAY,10025,2128660800,American,06/11/2015,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,40.7586656,-73.9838064
40366938,LULU'S COFFEE SHOP,BRONX,1191,CASTLE HILL AVENUE,10462,7188223568,CafÃ©/Coffee/Tea,06/11/2015,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,40.8316981,-73.8513114
40391304,BAY RIDGE MANOR CATERING,BROOKLYN,476,76 STREET,11209,7187488855,American,07/02/2015,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,,40.5966368,-74.0850406
40560442,BLOCKHEAD'S MEXICAN DINER,MANHATTAN,954,2 AVENUE,10022,2127502020,Mexican,07/02/2015,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,18,40.8464194,-73.8928162
40377789,CAFE LUXEMBOURG,MANHATTAN,200,WEST   70 STREET,10023,2128737411,French,07/04/2015,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,12,40.6767449,-73.7416329
40620325,BOND ST,MANHATTAN,6,BOND STREET,10012,2127772500,Japanese,07/04/2015,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,12,40.7174883,-73.9562452
40535391,CAFE CHAMPIGNON,MANHATTAN,200,7 AVENUE,10011,2123664410,French,07/04/2015,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,20,40.72826,-74.0047186
40548768,MCDONALD'S,MANHATTAN,4259,BROADWAY,10033,9175210827,Hamburgers,07/04/2015,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,11,40.7538547,-73.9892364
40548768,MCDONALD'S,MANHATTAN,4259,BROADWAY,10033,9175210827,Hamburgers,07/04/2015,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,11,40.7538547,-73.9892364
40548768,MCDONALD'S,MANHATTAN,4259,BROADWAY,10033,9175210827,Hamburgers,07/04/2015,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,40.7538547,-73.9892364
40665359,VIC'S,MANHATTAN,31,GREAT JONES ST,10012,2122535700,American,07/04/2015,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,40.756888,-73.9917742
40586621,PEARL,MANHATTAN,18,CORNELIA STREET,10014,2126918211,Seafood,07/05/2015,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,40.6000738,-73.933593
40396000,JULES BISTRO,MANHATTAN,65,ST MARKS PLACE,10003,2124775560,French,07/05/2015,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,27,40.6262473,-73.9760999
40391913,THE NIPPON CLUB,MANHATTAN,145,WEST   57 STREET,10019,2125812223,Japanese,07/05/2015,"Food worker does not wash hands thoroughly after using the toilet, coughing, sneezing, smoking, eating, preparing raw foods or otherwise contaminating hands.",Critical,24,40.6433507,-73.7889689
40662349,SANFORDS RESTAURANT,QUEENS,3013,BROADWAY,11106,7189329569,American,07/05/2015,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,34,40.7336754,-73.9891322
